0.000000, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 1.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 4.000000, -0.006210, 0.014322, 0.000353, 0.998127, 0.056938, 0.018428, 0.012698
0.000000, 0.000000, 8.000000, -0.005960, 0.017488, 0.000227, 0.996966, 0.074406, 0.015132, 0.017138
0.000000, 0.000000, 12.000000, -0.005435, 0.014236, -0.000282, 0.997613, 0.066100, 0.012821, 0.015306
0.000000, 0.000000, 16.000000, -0.005435, 0.014236, -0.000282, 0.997613, 0.066100, 0.012821, 0.015306
0.000000, 0.000000, 20.000000, -0.001109, 0.005788, -0.000262, 0.999829, 0.017927, 0.001730, 0.004158
0.000000, 4.000000, 0.000000, -0.000887, 0.005216, -0.000277, 0.999835, 0.017619, 0.001791, 0.004093
0.000000, 4.000000, 4.000000, -0.002678, 0.012532, -0.000267, 0.998470, 0.052238, 0.005357, 0.017337
0.000000, 4.000000, 8.000000, -0.006173, 0.015821, 0.000141, 0.997312, 0.069178, 0.015442, 0.018550
0.000000, 4.000000, 12.000000, -0.005287, 0.016434, -0.000303, 0.996977, 0.074276, 0.011831, 0.019506
0.000000, 4.000000, 16.000000, -0.005393, 0.017735, -0.000254, 0.996591, 0.078683, 0.012106, 0.021656
0.000000, 4.000000, 20.000000, 0.007561, 0.003940, 0.000205, 0.999498, 0.012481, -0.021736, 0.019360
0.000000, 8.000000, 0.000000, 0.011187, 0.004769, -0.000376, 0.999181, 0.015649, -0.033543, 0.016359
0.000000, 8.000000, 4.000000, 0.014620, 0.008178, -0.001527, 0.998362, 0.031177, -0.044597, 0.017700
0.000000, 8.000000, 8.000000, 0.010680, 0.012657, -0.001535, 0.997960, 0.049901, -0.031817, 0.023956
0.000000, 8.000000, 12.000000, 0.008401, 0.019693, -0.001444, 0.996237, 0.078345, -0.025559, 0.026859
0.000000, 8.000000, 16.000000, 0.005732, 0.022165, -0.001119, 0.995505, 0.088229, -0.017394, 0.029705
0.000000, 8.000000, 20.000000, 0.021449, 0.000942, -0.000186, 0.997303, 0.001062, -0.066335, 0.031399
0.000000, 12.000000, 0.000000, 0.019975, 0.002503, -0.000191, 0.997543, 0.006325, -0.060982, 0.033895
0.000000, 12.000000, 4.000000, 0.020819, 0.007491, -0.000934, 0.996905, 0.027519, -0.063842, 0.036717
0.000000, 12.000000, 8.000000, 0.020891, 0.014137, -0.001461, 0.995742, 0.053033, -0.065018, 0.038196
0.000000, 12.000000, 12.000000, 0.014370, 0.021597, -0.001542, 0.994775, 0.083531, -0.044810, 0.037915
0.000000, 12.000000, 16.000000, 0.014420, 0.022409, -0.001546, 0.994356, 0.087911, -0.045617, 0.038038
0.000000, 12.000000, 20.000000, 0.026620, 0.002166, -0.000019, 0.996013, 0.004594, -0.081870, 0.035144
0.000000, 16.000000, 0.000000, 0.023638, 0.002976, -0.000233, 0.996648, 0.007644, -0.071808, 0.038433
0.000000, 16.000000, 4.000000, 0.026866, 0.007310, -0.000802, 0.995299, 0.024093, -0.084017, 0.041727
0.000000, 16.000000, 8.000000, 0.021423, 0.011915, -0.001364, 0.995923, 0.044070, -0.066367, 0.042304
0.000000, 16.000000, 12.000000, 0.020101, 0.017843, -0.001948, 0.994791, 0.068573, -0.063426, 0.040824
0.000000, 16.000000, 16.000000, 0.016886, 0.021153, -0.002053, 0.994418, 0.082620, -0.053355, 0.038202
0.000000, 16.000000, 20.000000, 0.032750, -0.000899, 0.000044, 0.994062, -0.006809, -0.101613, 0.038320
0.000000, 20.000000, 0.000000, 0.030919, 0.000753, 0.000403, 0.994725, -0.001017, -0.095937, 0.036281
0.000000, 20.000000, 4.000000, 0.029506, 0.003294, -0.000857, 0.994921, 0.009872, -0.091681, 0.040368
0.000000, 20.000000, 8.000000, 0.025715, 0.013793, -0.001555, 0.994591, 0.050070, -0.080605, 0.042233
0.000000, 20.000000, 12.000000, 0.018890, 0.020494, -0.001756, 0.994306, 0.078074, -0.059311, 0.041741
0.000000, 20.000000, 16.000000, 0.019869, 0.017699, -0.002204, 0.994776, 0.070555, -0.062132, 0.039778
0.000000, 20.000000, 20.000000, 0.002079, 0.006146, -0.001083, 0.999629, 0.019509, -0.014813, 0.011915
4.000000, 0.000000, 0.000000, 0.002885, 0.005182, -0.000907, 0.999612, 0.017844, -0.017278, 0.012616
4.000000, 0.000000, 4.000000, -0.006512, 0.012045, -0.000115, 0.998029, 0.054851, 0.014582, 0.026790
4.000000, 0.000000, 8.000000, -0.004003, 0.015007, -0.000154, 0.997163, 0.069543, 0.006034, 0.028169
4.000000, 0.000000, 12.000000, -0.010350, 0.024795, 0.001063, 0.993256, 0.109685, 0.025406, 0.027698
4.000000, 0.000000, 16.000000, -0.008680, 0.021327, 0.000594, 0.994607, 0.097739, 0.019849, 0.028447
4.000000, 0.000000, 20.000000, -0.006349, 0.005361, 0.000487, 0.999673, 0.016761, 0.015937, 0.010896
4.000000, 4.000000, 0.000000, -0.003634, 0.002765, -0.000387, 0.999886, 0.008953, 0.006883, 0.010037
4.000000, 4.000000, 4.000000, -0.002923, 0.011375, -0.000490, 0.998395, 0.051037, 0.003393, 0.024314
4.000000, 4.000000, 8.000000, -0.005528, 0.017476, -0.000364, 0.996546, 0.078370, 0.011076, 0.025143
4.000000, 4.000000, 12.000000, -0.010270, 0.026265, 0.001193, 0.992725, 0.114857, 0.024976, 0.026084
4.000000, 4.000000, 16.000000, -0.010270, 0.026265, 0.001193, 0.992725, 0.114857, 0.024976, 0.026084
4.000000, 4.000000, 20.000000, -0.010270, 0.026265, 0.001193, 0.992725, 0.114857, 0.024976, 0.026084
4.000000, 4.000000, 24.000000, 0.012910, 0.000682, -0.001042, 0.999042, 0.001145, -0.040362, 0.016872
4.000000, 8.000000, 0.000000, 0.014988, 0.000273, -0.000994, 0.998658, -0.000364, -0.046317, 0.023155
4.000000, 8.000000, 4.000000, 0.016246, 0.007951, -0.001789, 0.997929, 0.030036, -0.050188, 0.026770
4.000000, 8.000000, 8.000000, 0.012276, 0.017328, -0.001915, 0.996608, 0.066579, -0.038371, 0.029454
4.000000, 8.000000, 12.000000, 0.008470, 0.020840, -0.001508, 0.995677, 0.083559, -0.026353, 0.030825
4.000000, 8.000000, 16.000000, 0.008510, 0.021773, -0.001704, 0.995420, 0.086722, -0.026782, 0.030030
4.000000, 8.000000, 20.000000, 0.008510, 0.021773, -0.001704, 0.995420, 0.086722, -0.026782, 0.030030
4.000000, 8.000000, 24.000000, 0.021616, 0.001449, -0.000541, 0.997158, 0.002493, -0.067032, 0.034309
4.000000, 12.000000, 0.000000, 0.022851, 0.000371, -0.000073, 0.996873, -0.001550, -0.070365, 0.035913
4.000000, 12.000000, 4.000000, 0.024302, 0.007623, -0.001162, 0.996056, 0.026856, -0.075439, 0.038204
4.000000, 12.000000, 8.000000, 0.024039, 0.013536, -0.001800, 0.994964, 0.050192, -0.075249, 0.043195
4.000000, 12.000000, 12.000000, 0.018797, 0.021761, -0.001969, 0.993789, 0.084851, -0.059172, 0.041026
4.000000, 12.000000, 16.000000, 0.018797, 0.021761, -0.001969, 0.993789, 0.084851, -0.059172, 0.041026
4.000000, 12.000000, 20.000000, 0.018797, 0.021761, -0.001969, 0.993789, 0.084851, -0.059172, 0.041026
4.000000, 12.000000, 24.000000, 0.029954, 0.002732, 0.000014, 0.994908, 0.006126, -0.092451, 0.039668
4.000000, 16.000000, 0.000000, 0.031491, 0.002738, -0.000042, 0.994422, 0.005532, -0.097653, 0.039477
4.000000, 16.000000, 4.000000, 0.029638, 0.006349, -0.000478, 0.994552, 0.020730, -0.091665, 0.045100
4.000000, 16.000000, 8.000000, 0.028113, 0.012918, -0.001234, 0.994015, 0.046215, -0.087841, 0.045637
4.000000, 16.000000, 12.000000, 0.021362, 0.022083, -0.001440, 0.993058, 0.084953, -0.067357, 0.045628
4.000000, 16.000000, 16.000000, 0.020852, 0.020452, -0.001725, 0.993697, 0.079641, -0.065250, 0.044330
4.000000, 16.000000, 20.000000, 0.021362, 0.022083, -0.001440, 0.993058, 0.084953, -0.067357, 0.045628
4.000000, 16.000000, 24.000000, 0.036557, 0.001837, 0.000869, 0.992630, 0.001989, -0.113392, 0.042707
4.000000, 20.000000, 0.000000, 0.036814, 0.000859, 0.000660, 0.992599, -0.001924, -0.114130, 0.041459
4.000000, 20.000000, 4.000000, 0.031610, 0.005127, 0.000207, 0.994007, 0.015142, -0.097188, 0.047707
4.000000, 20.000000, 8.000000, 0.029766, 0.011275, -0.000601, 0.993762, 0.040083, -0.092287, 0.048105
4.000000, 20.000000, 12.000000, 0.023064, 0.021821, -0.001352, 0.992701, 0.083337, -0.072630, 0.048207
